subject_id,variant,outcome,device_type,user_tenure_days,cart_value,is_returning_user,pre_experiment_outcome,date
ecom_009615,1,0.0,1.0,127.0,23.94,1.0,0.0,2024-01-03
ecom_009217,0,0.0,0.0,115.0,40.59,1.0,0.0,2024-01-10
ecom_001672,1,0.0,2.0,6.0,9.07,0.0,0.0,2024-01-08
ecom_002358,1,0.0,2.0,88.0,10.83,1.0,0.0,2024-01-25
ecom_008467,1,0.0,0.0,16.0,146.82,0.0,0.0,2024-01-03
ecom_000274,0,0.0,1.0,7.0,0.0,0.0,0.0,2024-01-04
ecom_002473,0,0.0,2.0,89.0,32.64,1.0,0.0,2024-01-05
ecom_005489,1,0.0,2.0,56.0,22.24,1.0,0.0,2024-01-07
ecom_004771,0,0.0,1.0,39.0,28.6,1.0,0.0,2024-01-20
ecom_002107,1,0.0,1.0,65.0,56.83,1.0,0.0,2024-01-03
ecom_007500,0,0.0,2.0,139.0,49.87,1.0,0.0,2024-01-02
ecom_004414,1,0.0,2.0,5.0,90.25,0.0,0.0,2024-01-06
ecom_008138,0,0.0,0.0,107.0,23.68,1.0,0.0,2024-01-10
ecom_008660,0,0.0,0.0,1.0,0.0,0.0,1.0,2024-01-03
ecom_008239,0,0.0,2.0,14.0,0.0,0.0,0.0,2024-01-24
ecom_002417,0,0.0,1.0,3.0,202.12,0.0,0.0,2024-01-22
ecom_008771,0,0.0,2.0,117.0,0.0,1.0,0.0,2024-01-25
ecom_002236,0,0.0,0.0,15.0,68.4,0.0,0.0,2024-01-23
ecom_003767,0,0.0,2.0,65.0,52.29,1.0,0.0,2024-01-13
ecom_009791,0,0.0,1.0,104.0,100.92,1.0,0.0,2024-01-25
ecom_009989,1,0.0,0.0,34.0,54.44,1.0,0.0,2024-01-05
ecom_009965,1,0.0,0.0,10.0,123.37,0.0,0.0,2024-01-21
ecom_007323,1,1.0,0.0,6.0,23.09,0.0,0.0,2024-01-19
ecom_001383,1,0.0,0.0,8.0,0.0,1.0,0.0,2024-01-17
ecom_003101,0,0.0,2.0,196.0,26.91,1.0,0.0,2024-01-16
ecom_003921,0,0.0,2.0,55.0,33.57,1.0,0.0,2024-01-18
ecom_006685,1,0.0,2.0,25.0,47.32,0.0,0.0,2024-01-29
ecom_003194,1,0.0,2.0,62.0,52.17,1.0,0.0,2024-01-07
ecom_001941,1,0.0,0.0,47.0,64.7,1.0,0.0,2024-01-09
ecom_007713,1,0.0,2.0,30.0,13.91,0.0,0.0,2024-01-18
ecom_004896,1,0.0,2.0,177.0,27.68,1.0,0.0,2024-01-08
ecom_004782,0,0.0,0.0,1.0,104.2,0.0,0.0,2024-01-24
ecom_001496,0,0.0,0.0,63.0,130.78,1.0,0.0,2024-01-19
ecom_001957,0,0.0,2.0,93.0,31.14,1.0,0.0,2024-01-11
ecom_009171,0,0.0,2.0,13.0,11.21,1.0,0.0,2024-01-12
ecom_009745,1,0.0,2.0,21.0,16.43,0.0,0.0,2024-01-03
ecom_007332,0,0.0,2.0,36.0,37.69,1.0,0.0,2024-01-15
ecom_007949,0,0.0,0.0,202.0,200.3,1.0,0.0,2024-01-23
ecom_003017,0,0.0,2.0,196.0,64.42,1.0,0.0,2024-01-04
ecom_006746,1,0.0,2.0,83.0,36.01,1.0,1.0,2024-01-24
ecom_000513,1,0.0,0.0,49.0,101.69,1.0,0.0,2024-01-25
ecom_003934,1,0.0,0.0,208.0,67.89,1.0,0.0,2024-01-26
ecom_003025,1,0.0,2.0,55.0,95.49,1.0,0.0,2024-01-30
ecom_001199,1,0.0,0.0,19.0,19.58,0.0,0.0,2024-01-22
ecom_005028,1,0.0,0.0,127.0,102.75,1.0,0.0,2024-01-23
ecom_009784,1,0.0,2.0,54.0,16.33,1.0,0.0,2024-01-05
ecom_000921,1,0.0,1.0,7.0,0.0,0.0,0.0,2024-01-17
ecom_004649,1,0.0,2.0,125.0,0.0,1.0,0.0,2024-01-27
ecom_005332,0,0.0,0.0,19.0,14.52,0.0,0.0,2024-01-13
ecom_001076,1,0.0,0.0,5.0,14.13,0.0,0.0,2024-01-30
ecom_006768,1,0.0,2.0,86.0,27.59,1.0,0.0,2024-01-13
ecom_009410,1,0.0,0.0,90.0,128.42,1.0,0.0,2024-01-30
ecom_001671,0,0.0,2.0,34.0,0.0,1.0,0.0,2024-01-07
ecom_000474,0,1.0,0.0,11.0,0.0,0.0,0.0,2024-01-23
ecom_009186,1,1.0,0.0,11.0,0.0,0.0,0.0,2024-01-27
ecom_008839,1,0.0,1.0,86.0,25.35,1.0,0.0,2024-01-08
ecom_005758,0,0.0,2.0,19.0,65.03,0.0,0.0,2024-01-22
ecom_006297,1,0.0,0.0,66.0,39.86,1.0,0.0,2024-01-05
ecom_002478,0,0.0,2.0,23.0,87.86,0.0,0.0,2024-01-23
ecom_005493,1,0.0,2.0,83.0,10.86,1.0,0.0,2024-01-08
ecom_003914,1,0.0,2.0,49.0,80.1,1.0,0.0,2024-01-09
ecom_002138,1,0.0,1.0,224.0,43.81,1.0,0.0,2024-01-07
ecom_005454,0,1.0,2.0,9.0,0.0,0.0,0.0,2024-01-10
ecom_005379,0,0.0,2.0,129.0,20.08,1.0,0.0,2024-01-16
ecom_008985,1,0.0,0.0,156.0,21.92,1.0,0.0,2024-01-15
ecom_004023,0,0.0,2.0,49.0,29.41,1.0,0.0,2024-01-11
ecom_003485,1,0.0,0.0,6.0,28.42,0.0,0.0,2024-01-10
ecom_002455,1,0.0,2.0,5.0,22.14,0.0,0.0,2024-01-19
ecom_002464,0,0.0,0.0,1.0,64.75,0.0,0.0,2024-01-25
ecom_008696,1,0.0,2.0,35.0,25.39,1.0,0.0,2024-01-26
ecom_001369,0,0.0,0.0,23.0,47.33,0.0,0.0,2024-01-22
ecom_006688,1,0.0,2.0,109.0,0.0,1.0,0.0,2024-01-03
ecom_007456,1,0.0,1.0,114.0,46.13,1.0,0.0,2024-01-05
ecom_009974,1,0.0,0.0,33.0,45.2,1.0,0.0,2024-01-18
ecom_001901,1,0.0,2.0,35.0,32.62,0.0,0.0,2024-01-16
ecom_004871,0,0.0,0.0,3.0,16.2,0.0,0.0,2024-01-19
ecom_004710,1,0.0,2.0,216.0,16.12,1.0,0.0,2024-01-17
ecom_007886,1,0.0,2.0,44.0,26.65,1.0,0.0,2024-01-23
ecom_001793,0,0.0,2.0,57.0,51.2,1.0,0.0,2024-01-17
ecom_002874,0,0.0,0.0,2.0,19.84,0.0,0.0,2024-01-16
ecom_006217,0,0.0,0.0,108.0,6.89,1.0,0.0,2024-01-02
ecom_005213,0,0.0,0.0,1.0,0.0,0.0,0.0,2024-01-18
ecom_002245,1,0.0,0.0,176.0,28.14,1.0,0.0,2024-01-28
ecom_001741,1,0.0,2.0,86.0,24.06,0.0,1.0,2024-01-08
ecom_001020,0,0.0,1.0,27.0,25.92,0.0,0.0,2024-01-01
ecom_000705,0,0.0,0.0,51.0,85.22,1.0,0.0,2024-01-24
ecom_004294,1,0.0,2.0,10.0,20.69,0.0,0.0,2024-01-03
ecom_005576,1,0.0,2.0,226.0,39.21,0.0,0.0,2024-01-26
ecom_007166,0,0.0,0.0,69.0,73.85,1.0,0.0,2024-01-06
ecom_008177,0,0.0,2.0,16.0,21.28,0.0,0.0,2024-01-19
ecom_000908,1,0.0,0.0,13.0,8.65,0.0,0.0,2024-01-16
ecom_005193,0,0.0,0.0,1.0,39.02,0.0,0.0,2024-01-18
ecom_003077,0,0.0,0.0,11.0,28.22,0.0,0.0,2024-01-22
ecom_009366,1,0.0,2.0,59.0,42.43,1.0,0.0,2024-01-14
ecom_000594,0,0.0,0.0,41.0,0.0,1.0,0.0,2024-01-24
ecom_005304,1,0.0,2.0,115.0,67.12,1.0,0.0,2024-01-03
ecom_000440,1,0.0,2.0,70.0,44.86,1.0,0.0,2024-01-18
ecom_007606,1,0.0,1.0,7.0,94.76,1.0,0.0,2024-01-03
ecom_004092,0,0.0,0.0,7.0,118.26,0.0,0.0,2024-01-05
ecom_006134,0,0.0,2.0,15.0,22.03,0.0,0.0,2024-01-01
ecom_000010,1,0.0,2.0,76.0,0.0,0.0,0.0,2024-01-03
ecom_003776,1,0.0,2.0,43.0,188.05,1.0,0.0,2024-01-24
ecom_008999,0,0.0,2.0,19.0,51.83,1.0,0.0,2024-01-20
ecom_003708,0,0.0,1.0,17.0,19.71,0.0,0.0,2024-01-23
ecom_003780,0,0.0,2.0,23.0,55.56,1.0,0.0,2024-01-25
ecom_000093,0,0.0,2.0,29.0,32.11,1.0,0.0,2024-01-11
ecom_009239,0,0.0,0.0,105.0,0.0,1.0,0.0,2024-01-07
ecom_003949,0,0.0,2.0,19.0,38.85,0.0,0.0,2024-01-07
ecom_005785,1,0.0,1.0,126.0,89.89,1.0,0.0,2024-01-21
ecom_004870,0,0.0,1.0,52.0,0.0,1.0,0.0,2024-01-29
ecom_004802,0,0.0,1.0,300.0,5.48,0.0,0.0,2024-01-13
ecom_004867,0,0.0,0.0,43.0,0.0,1.0,0.0,2024-01-10
ecom_000292,0,0.0,2.0,3.0,60.92,0.0,0.0,2024-01-29
ecom_007888,1,0.0,0.0,63.0,24.61,1.0,0.0,2024-01-22
ecom_007405,1,1.0,1.0,4.0,5.45,0.0,0.0,2024-01-01
ecom_005595,0,0.0,2.0,78.0,79.21,1.0,0.0,2024-01-30
ecom_002886,0,0.0,2.0,70.0,60.41,1.0,0.0,2024-01-08
ecom_006454,1,0.0,2.0,43.0,285.81,1.0,0.0,2024-01-18
ecom_002542,1,0.0,1.0,36.0,40.1,1.0,0.0,2024-01-26
ecom_001765,0,0.0,2.0,273.0,124.63,1.0,0.0,2024-01-04
ecom_006800,1,0.0,1.0,93.0,9.27,1.0,1.0,2024-01-11
ecom_001877,1,0.0,2.0,55.0,21.65,0.0,0.0,2024-01-12
ecom_001981,0,0.0,0.0,6.0,0.0,1.0,0.0,2024-01-10
ecom_009729,0,0.0,2.0,74.0,30.86,0.0,0.0,2024-01-09
ecom_009608,1,0.0,2.0,70.0,24.31,1.0,0.0,2024-01-18
ecom_002685,1,0.0,2.0,47.0,19.32,1.0,0.0,2024-01-19
ecom_008930,1,1.0,1.0,36.0,0.0,1.0,0.0,2024-01-05
ecom_003458,0,0.0,1.0,27.0,68.81,1.0,1.0,2024-01-03
ecom_004541,0,0.0,0.0,4.0,52.43,1.0,0.0,2024-01-09
ecom_002178,1,0.0,1.0,15.0,11.37,0.0,0.0,2024-01-04
ecom_004450,0,0.0,1.0,20.0,0.0,0.0,0.0,2024-01-16
ecom_003859,1,0.0,2.0,41.0,42.3,1.0,0.0,2024-01-24
ecom_007623,1,0.0,0.0,16.0,16.64,0.0,0.0,2024-01-24
ecom_007654,1,0.0,2.0,6.0,0.0,0.0,0.0,2024-01-04
ecom_004519,0,0.0,0.0,70.0,62.92,1.0,0.0,2024-01-12
ecom_002517,1,0.0,2.0,29.0,0.0,0.0,0.0,2024-01-15
ecom_004836,0,0.0,0.0,166.0,34.47,1.0,1.0,2024-01-26
ecom_002885,0,0.0,0.0,8.0,0.0,0.0,0.0,2024-01-19
ecom_007281,1,1.0,0.0,14.0,0.0,0.0,0.0,2024-01-29
ecom_006255,0,0.0,0.0,13.0,39.02,0.0,0.0,2024-01-01
ecom_004539,1,0.0,2.0,36.0,15.9,1.0,0.0,2024-01-21
ecom_005639,0,1.0,0.0,112.0,39.93,1.0,0.0,2024-01-16
ecom_009459,0,0.0,0.0,156.0,25.77,1.0,0.0,2024-01-15
ecom_003481,0,0.0,0.0,118.0,47.38,1.0,0.0,2024-01-30
ecom_001277,1,0.0,0.0,8.0,12.65,0.0,0.0,2024-01-20
ecom_003146,1,0.0,1.0,1.0,69.27,0.0,0.0,2024-01-03
ecom_008262,0,0.0,1.0,14.0,0.0,0.0,0.0,2024-01-06
ecom_003205,1,0.0,2.0,101.0,19.78,1.0,0.0,2024-01-27
ecom_009892,0,0.0,2.0,27.0,0.0,0.0,0.0,2024-01-04
ecom_002742,1,0.0,2.0,4.0,9.17,0.0,0.0,2024-01-23
ecom_006076,1,0.0,1.0,31.0,41.02,1.0,0.0,2024-01-13
ecom_004047,1,0.0,2.0,74.0,52.37,1.0,0.0,2024-01-21
ecom_005731,0,0.0,2.0,147.0,54.34,1.0,0.0,2024-01-30
ecom_002945,0,0.0,0.0,33.0,20.3,1.0,0.0,2024-01-15
ecom_005790,1,0.0,2.0,104.0,19.55,0.0,0.0,2024-01-05
ecom_006794,0,1.0,0.0,80.0,0.0,1.0,0.0,2024-01-09
ecom_006543,1,0.0,2.0,237.0,0.0,1.0,0.0,2024-01-03
ecom_000700,0,0.0,0.0,43.0,66.35,1.0,0.0,2024-01-26
ecom_003574,0,0.0,0.0,52.0,13.98,0.0,0.0,2024-01-12
ecom_007699,1,1.0,2.0,12.0,0.0,0.0,0.0,2024-01-07
ecom_002515,1,0.0,1.0,14.0,0.0,0.0,0.0,2024-01-10
ecom_003000,0,0.0,0.0,131.0,61.9,1.0,0.0,2024-01-17
ecom_005820,1,0.0,0.0,51.0,32.98,1.0,0.0,2024-01-10
ecom_008581,0,0.0,1.0,61.0,16.55,0.0,0.0,2024-01-19
ecom_003684,0,0.0,2.0,7.0,48.12,0.0,1.0,2024-01-22
ecom_002995,0,0.0,2.0,14.0,16.14,0.0,0.0,2024-01-02
ecom_004252,0,0.0,0.0,68.0,52.93,1.0,0.0,2024-01-01
ecom_003411,0,0.0,0.0,24.0,64.62,0.0,1.0,2024-01-27
ecom_007962,0,0.0,0.0,309.0,0.0,1.0,0.0,2024-01-21
ecom_006309,1,0.0,0.0,108.0,6.91,1.0,0.0,2024-01-03
ecom_008611,1,1.0,2.0,146.0,32.71,1.0,0.0,2024-01-29
ecom_005012,0,0.0,2.0,20.0,108.6,0.0,0.0,2024-01-10
ecom_007750,0,0.0,1.0,61.0,0.0,1.0,0.0,2024-01-05
ecom_005979,0,0.0,2.0,1.0,0.0,0.0,0.0,2024-01-25
ecom_004048,1,0.0,1.0,29.0,59.85,0.0,0.0,2024-01-29
ecom_004899,1,0.0,2.0,4.0,31.52,0.0,0.0,2024-01-05
ecom_001318,0,0.0,2.0,29.0,0.0,0.0,0.0,2024-01-12
ecom_009772,1,0.0,1.0,43.0,13.04,1.0,0.0,2024-01-14
ecom_009137,0,0.0,2.0,19.0,131.56,0.0,0.0,2024-01-14
ecom_007142,1,1.0,2.0,24.0,12.73,0.0,0.0,2024-01-02
ecom_001897,1,0.0,1.0,98.0,0.0,1.0,0.0,2024-01-27
ecom_007465,0,0.0,2.0,30.0,16.02,0.0,0.0,2024-01-06
ecom_000603,0,0.0,1.0,28.0,17.15,0.0,0.0,2024-01-02
ecom_002846,0,0.0,2.0,262.0,0.0,1.0,0.0,2024-01-14
ecom_008207,0,0.0,1.0,41.0,14.53,1.0,0.0,2024-01-10
ecom_000393,0,0.0,0.0,22.0,53.9,0.0,0.0,2024-01-12
ecom_004436,0,0.0,1.0,15.0,4.83,0.0,0.0,2024-01-20
ecom_009447,0,0.0,2.0,8.0,36.33,0.0,0.0,2024-01-12
ecom_007234,0,0.0,2.0,50.0,28.38,1.0,0.0,2024-01-20
ecom_005398,0,0.0,0.0,95.0,15.86,1.0,0.0,2024-01-26
ecom_000095,1,0.0,2.0,84.0,41.31,1.0,0.0,2024-01-24
ecom_001662,0,0.0,1.0,30.0,0.0,1.0,0.0,2024-01-15
ecom_008970,0,0.0,2.0,48.0,33.96,1.0,0.0,2024-01-29
ecom_005130,0,1.0,0.0,11.0,49.16,0.0,0.0,2024-01-23
ecom_001488,1,0.0,1.0,18.0,34.1,0.0,0.0,2024-01-01
ecom_008316,0,0.0,2.0,49.0,76.39,1.0,0.0,2024-01-09
ecom_002707,1,0.0,1.0,82.0,27.42,1.0,0.0,2024-01-19
ecom_001595,0,0.0,2.0,115.0,15.17,1.0,0.0,2024-01-16
ecom_009277,1,0.0,2.0,47.0,5.12,1.0,0.0,2024-01-06
ecom_002377,0,0.0,2.0,164.0,56.25,1.0,0.0,2024-01-16
ecom_005140,0,0.0,1.0,26.0,25.32,0.0,0.0,2024-01-04
ecom_006147,1,0.0,2.0,184.0,66.38,1.0,0.0,2024-01-16
ecom_008241,1,1.0,0.0,35.0,13.16,1.0,0.0,2024-01-06
ecom_003948,0,0.0,0.0,71.0,133.02,1.0,0.0,2024-01-18
ecom_003933,1,0.0,2.0,89.0,48.14,1.0,0.0,2024-01-12
ecom_004797,0,0.0,2.0,60.0,0.0,0.0,0.0,2024-01-30
ecom_004372,0,0.0,0.0,143.0,58.34,1.0,0.0,2024-01-01
ecom_009862,0,0.0,0.0,95.0,0.0,1.0,0.0,2024-01-05
ecom_008242,0,0.0,1.0,21.0,62.61,0.0,0.0,2024-01-23
ecom_003448,1,0.0,0.0,14.0,58.62,0.0,0.0,2024-01-25
ecom_002943,0,0.0,1.0,2.0,38.25,0.0,1.0,2024-01-02
ecom_002465,1,0.0,0.0,34.0,10.3,1.0,0.0,2024-01-20
ecom_008582,0,0.0,1.0,47.0,163.88,1.0,0.0,2024-01-26
ecom_005506,1,0.0,0.0,7.0,41.62,1.0,0.0,2024-01-06
ecom_002698,0,0.0,1.0,142.0,0.0,1.0,0.0,2024-01-24
ecom_002447,0,0.0,0.0,19.0,19.68,0.0,0.0,2024-01-26
ecom_000019,1,0.0,0.0,1.0,0.0,0.0,0.0,2024-01-14
ecom_002748,1,0.0,2.0,163.0,52.12,1.0,0.0,2024-01-01
ecom_005399,1,0.0,1.0,4.0,0.0,0.0,0.0,2024-01-27
ecom_008078,1,0.0,1.0,194.0,40.16,1.0,0.0,2024-01-04
ecom_006871,1,0.0,2.0,13.0,12.42,0.0,0.0,2024-01-05
ecom_004708,0,1.0,1.0,147.0,134.9,1.0,0.0,2024-01-07
ecom_009476,1,0.0,0.0,283.0,62.95,1.0,0.0,2024-01-01
ecom_000809,1,1.0,2.0,17.0,42.85,0.0,0.0,2024-01-03
ecom_007477,0,0.0,0.0,61.0,15.03,1.0,0.0,2024-01-21
ecom_002273,0,0.0,0.0,20.0,36.8,0.0,0.0,2024-01-01
ecom_001923,0,0.0,0.0,116.0,0.0,1.0,0.0,2024-01-04
ecom_001470,1,0.0,1.0,27.0,21.97,0.0,0.0,2024-01-07
ecom_007934,0,1.0,0.0,63.0,10.11,1.0,0.0,2024-01-04
ecom_007407,0,0.0,2.0,53.0,22.41,1.0,0.0,2024-01-03
ecom_002406,1,0.0,0.0,5.0,0.0,1.0,0.0,2024-01-23
ecom_001142,0,0.0,2.0,15.0,13.49,0.0,0.0,2024-01-21
ecom_001747,0,0.0,2.0,171.0,11.09,1.0,0.0,2024-01-14
ecom_005709,1,1.0,0.0,8.0,84.05,0.0,1.0,2024-01-09
ecom_004975,1,0.0,2.0,75.0,71.79,0.0,0.0,2024-01-23
ecom_007300,0,0.0,0.0,21.0,0.0,1.0,1.0,2024-01-20
ecom_008148,1,0.0,2.0,129.0,103.58,1.0,0.0,2024-01-05
ecom_002833,1,0.0,1.0,70.0,62.45,1.0,0.0,2024-01-12
ecom_003131,1,1.0,0.0,15.0,0.0,0.0,0.0,2024-01-26
ecom_001310,0,0.0,2.0,15.0,0.0,0.0,0.0,2024-01-15
ecom_008650,1,0.0,1.0,23.0,66.4,0.0,0.0,2024-01-15
ecom_006774,0,0.0,2.0,29.0,17.96,0.0,0.0,2024-01-26
ecom_006756,1,0.0,2.0,10.0,129.75,0.0,0.0,2024-01-03
ecom_000620,1,0.0,2.0,68.0,38.4,1.0,0.0,2024-01-30
ecom_002701,1,0.0,0.0,32.0,13.55,1.0,0.0,2024-01-19
ecom_002199,1,1.0,2.0,12.0,0.0,1.0,0.0,2024-01-26
ecom_006196,1,0.0,2.0,102.0,0.0,1.0,1.0,2024-01-10
ecom_008824,0,0.0,1.0,151.0,13.14,1.0,0.0,2024-01-30
ecom_001046,1,0.0,1.0,226.0,87.69,1.0,0.0,2024-01-30
ecom_005768,1,0.0,0.0,48.0,100.55,1.0,0.0,2024-01-11
ecom_009947,1,0.0,0.0,34.0,11.27,1.0,0.0,2024-01-25
ecom_009019,1,0.0,0.0,28.0,164.5,0.0,0.0,2024-01-19
ecom_000743,1,0.0,0.0,86.0,0.0,1.0,0.0,2024-01-10
ecom_000222,1,0.0,2.0,75.0,145.54,1.0,0.0,2024-01-15
ecom_003149,1,0.0,2.0,26.0,240.13,0.0,0.0,2024-01-29
ecom_000625,1,0.0,2.0,53.0,27.83,1.0,0.0,2024-01-17
ecom_009334,0,0.0,1.0,44.0,49.19,1.0,0.0,2024-01-21
ecom_007566,0,0.0,0.0,62.0,16.74,1.0,0.0,2024-01-16
ecom_004582,0,0.0,2.0,9.0,25.08,1.0,0.0,2024-01-25
ecom_005711,0,0.0,0.0,17.0,0.0,1.0,0.0,2024-01-13
ecom_003284,1,0.0,2.0,16.0,14.98,0.0,0.0,2024-01-25
ecom_007585,1,0.0,2.0,13.0,0.0,0.0,0.0,2024-01-05
ecom_009646,1,0.0,2.0,197.0,6.24,1.0,0.0,2024-01-25
ecom_001530,0,0.0,1.0,142.0,12.12,1.0,0.0,2024-01-19
ecom_009685,1,0.0,1.0,24.0,27.57,1.0,0.0,2024-01-25
ecom_000353,1,0.0,1.0,67.0,168.18,1.0,0.0,2024-01-27
ecom_002474,0,0.0,2.0,19.0,38.93,0.0,0.0,2024-01-16
ecom_008013,0,1.0,2.0,20.0,11.71,0.0,0.0,2024-01-05
ecom_006475,1,0.0,0.0,143.0,18.85,1.0,0.0,2024-01-08
ecom_006449,1,0.0,0.0,112.0,267.4,1.0,0.0,2024-01-21
ecom_000239,0,0.0,1.0,15.0,19.59,0.0,0.0,2024-01-15
ecom_002625,0,0.0,0.0,22.0,56.97,0.0,1.0,2024-01-10
ecom_009786,0,1.0,0.0,28.0,0.0,1.0,1.0,2024-01-12
ecom_007198,0,1.0,2.0,89.0,0.0,1.0,0.0,2024-01-06
ecom_007692,1,0.0,0.0,77.0,73.66,1.0,0.0,2024-01-08
ecom_002997,0,0.0,2.0,114.0,16.53,1.0,0.0,2024-01-25
ecom_006440,1,0.0,2.0,15.0,0.0,0.0,0.0,2024-01-04
ecom_004562,1,0.0,0.0,58.0,9.17,1.0,0.0,2024-01-05
ecom_008614,1,0.0,0.0,97.0,93.14,0.0,0.0,2024-01-30
ecom_001479,0,0.0,0.0,207.0,56.18,1.0,0.0,2024-01-25
ecom_001018,0,0.0,2.0,12.0,14.39,0.0,0.0,2024-01-01
ecom_003094,1,0.0,1.0,110.0,143.84,1.0,0.0,2024-01-04
ecom_006182,1,0.0,2.0,18.0,0.0,0.0,0.0,2024-01-15
ecom_004960,1,0.0,1.0,2.0,26.6,0.0,0.0,2024-01-16
ecom_008492,1,0.0,2.0,222.0,18.72,1.0,0.0,2024-01-18
ecom_001103,0,0.0,2.0,50.0,0.0,1.0,0.0,2024-01-17
ecom_006081,0,0.0,0.0,32.0,7.73,1.0,0.0,2024-01-01
ecom_009525,1,0.0,2.0,81.0,63.73,1.0,0.0,2024-01-07
ecom_005190,1,0.0,1.0,35.0,19.07,1.0,0.0,2024-01-23
ecom_004181,0,0.0,2.0,5.0,108.33,0.0,0.0,2024-01-02
ecom_004467,1,0.0,2.0,4.0,38.79,0.0,0.0,2024-01-05
ecom_001626,0,0.0,0.0,131.0,41.98,1.0,1.0,2024-01-03
ecom_006717,0,0.0,0.0,43.0,32.78,1.0,0.0,2024-01-23
ecom_003798,1,0.0,2.0,10.0,0.0,0.0,0.0,2024-01-23
ecom_003053,1,0.0,2.0,59.0,21.83,0.0,0.0,2024-01-18
ecom_002867,1,0.0,0.0,18.0,0.0,0.0,0.0,2024-01-11
ecom_001432,1,0.0,2.0,59.0,0.0,1.0,0.0,2024-01-19
ecom_007983,0,1.0,0.0,40.0,23.6,1.0,0.0,2024-01-05
ecom_009346,0,0.0,2.0,157.0,87.78,1.0,0.0,2024-01-22
ecom_009419,1,0.0,1.0,87.0,0.0,1.0,0.0,2024-01-27
ecom_004076,1,0.0,1.0,18.0,0.0,0.0,0.0,2024-01-11
ecom_000217,1,0.0,2.0,67.0,0.0,1.0,0.0,2024-01-12
ecom_003555,1,0.0,2.0,17.0,36.55,1.0,0.0,2024-01-03
ecom_007936,1,0.0,1.0,77.0,28.52,1.0,0.0,2024-01-19
ecom_008421,1,0.0,1.0,6.0,13.67,0.0,0.0,2024-01-16
ecom_001034,0,0.0,2.0,146.0,18.4,1.0,0.0,2024-01-10
ecom_003773,0,0.0,2.0,85.0,0.0,1.0,0.0,2024-01-21
ecom_004132,0,0.0,2.0,101.0,80.31,1.0,0.0,2024-01-09
ecom_002335,0,0.0,2.0,210.0,0.0,1.0,0.0,2024-01-09
ecom_006492,0,0.0,0.0,80.0,12.41,1.0,0.0,2024-01-05
ecom_001482,0,0.0,2.0,27.0,0.0,0.0,0.0,2024-01-06
ecom_000906,0,1.0,0.0,2.0,31.92,0.0,0.0,2024-01-28
ecom_006088,0,0.0,1.0,9.0,37.49,0.0,0.0,2024-01-19
ecom_006466,1,0.0,2.0,27.0,9.6,0.0,0.0,2024-01-05
ecom_005676,1,0.0,0.0,171.0,57.64,1.0,0.0,2024-01-01
ecom_002770,1,0.0,2.0,78.0,20.04,1.0,0.0,2024-01-29
ecom_001805,1,0.0,1.0,9.0,47.46,0.0,0.0,2024-01-10
ecom_007374,1,0.0,1.0,121.0,61.85,1.0,0.0,2024-01-02
ecom_002114,0,0.0,2.0,80.0,121.37,0.0,0.0,2024-01-23
ecom_004534,1,0.0,0.0,10.0,83.54,0.0,0.0,2024-01-05
ecom_002531,1,0.0,0.0,30.0,0.0,0.0,0.0,2024-01-06
ecom_008525,1,1.0,1.0,31.0,0.0,1.0,0.0,2024-01-19
ecom_003470,0,1.0,2.0,7.0,39.63,0.0,0.0,2024-01-09
ecom_001402,0,0.0,2.0,48.0,0.0,0.0,0.0,2024-01-16
ecom_000852,0,0.0,1.0,9.0,8.04,0.0,0.0,2024-01-28
ecom_003082,0,0.0,2.0,23.0,0.0,0.0,0.0,2024-01-03
ecom_008024,1,0.0,0.0,1.0,137.79,0.0,0.0,2024-01-22
ecom_007565,1,0.0,2.0,16.0,0.0,0.0,0.0,2024-01-19
ecom_005529,0,0.0,1.0,104.0,0.0,0.0,0.0,2024-01-18
ecom_007854,1,0.0,1.0,98.0,33.15,1.0,0.0,2024-01-08
ecom_004932,0,0.0,0.0,59.0,73.55,0.0,0.0,2024-01-01
ecom_005159,0,0.0,2.0,3.0,33.41,0.0,0.0,2024-01-25
ecom_009715,0,0.0,0.0,77.0,15.77,1.0,0.0,2024-01-22
ecom_003846,0,0.0,0.0,3.0,21.61,0.0,0.0,2024-01-30
ecom_006483,0,0.0,2.0,68.0,43.85,1.0,0.0,2024-01-29
ecom_000747,1,0.0,0.0,168.0,38.24,1.0,0.0,2024-01-10
ecom_003034,0,0.0,2.0,47.0,22.36,1.0,0.0,2024-01-27
ecom_000347,1,0.0,0.0,81.0,15.6,1.0,1.0,2024-01-03
ecom_003351,1,0.0,1.0,23.0,35.43,1.0,0.0,2024-01-11
ecom_002864,1,0.0,2.0,98.0,7.0,1.0,0.0,2024-01-14
ecom_002167,0,0.0,0.0,1.0,46.32,0.0,0.0,2024-01-07
ecom_006954,0,0.0,0.0,37.0,31.5,1.0,0.0,2024-01-08
ecom_006209,0,0.0,0.0,60.0,35.56,1.0,0.0,2024-01-01
ecom_002777,1,0.0,2.0,75.0,0.0,1.0,0.0,2024-01-13
ecom_001441,1,0.0,0.0,7.0,18.18,0.0,0.0,2024-01-21
ecom_005657,0,0.0,0.0,19.0,5.46,1.0,0.0,2024-01-12
ecom_009657,0,0.0,0.0,50.0,108.4,1.0,0.0,2024-01-18
ecom_003027,0,0.0,2.0,20.0,211.39,0.0,0.0,2024-01-19
