subject_id,variant,outcome,seller_tenure_days,avg_listing_price,listings_count,category_id,pre_experiment_outcome,date
mkt_003582,0,29.0,276.0,19.25,9.0,6.0,603.42,2024-01-24
mkt_003653,0,461.2,76.0,10.53,7.0,4.0,175.66,2024-01-10
mkt_007920,1,14748.42,140.0,23.73,14.0,1.0,508.64,2024-01-29
mkt_009499,1,181.13,165.0,33.22,10.0,3.0,711.92,2024-01-03
mkt_002732,0,93.96,55.0,40.63,22.0,5.0,339.1,2024-01-05
mkt_004787,1,580.41,673.0,60.52,15.0,9.0,181.98,2024-01-13
mkt_002754,0,43.65,2.0,61.98,6.0,0.0,167.69,2024-01-24
mkt_002337,0,78.01,214.0,3.02,10.0,1.0,650.84,2024-01-20
mkt_003643,0,105.96,59.0,52.1,10.0,0.0,224.36,2024-01-06
mkt_007737,1,2071.23,2190.0,12.09,14.0,9.0,394.39,2024-01-25
mkt_005516,1,3228.22,117.0,67.67,10.0,2.0,567.84,2024-01-13
mkt_005246,1,626.64,25.0,12.24,12.0,0.0,253.25,2024-01-18
mkt_000866,0,90.66,49.0,9.85,19.0,3.0,383.55,2024-01-27
mkt_004447,0,142.84,102.0,23.45,14.0,0.0,299.8,2024-01-24
mkt_005071,1,207.38,723.0,4.45,14.0,1.0,1968.19,2024-01-22
mkt_004881,1,195.06,154.0,32.08,15.0,0.0,159.85,2024-01-09
mkt_009510,1,1027.52,99.0,51.93,12.0,6.0,188.02,2024-01-04
mkt_003002,0,116.25,129.0,35.77,16.0,3.0,460.15,2024-01-09
mkt_002225,0,73.39,11.0,28.86,13.0,1.0,120.22,2024-01-01
mkt_009056,1,1124.24,8.0,27.09,9.0,2.0,36.24,2024-01-22
mkt_004826,1,331.75,14.0,26.03,6.0,1.0,73.33,2024-01-17
mkt_007621,1,402.0,388.0,44.84,13.0,4.0,298.13,2024-01-09
mkt_009689,1,1830.51,1123.0,20.5,11.0,8.0,353.16,2024-01-24
mkt_005500,1,1976.41,693.0,36.38,11.0,8.0,1395.21,2024-01-10
mkt_009700,1,555.47,453.0,14.24,10.0,1.0,559.16,2024-01-27
mkt_008478,1,121.59,30.0,14.06,14.0,8.0,141.43,2024-01-15
mkt_005502,1,130.98,55.0,4.48,10.0,7.0,99.8,2024-01-25
mkt_001210,0,438.0,55.0,75.86,11.0,6.0,145.34,2024-01-12
mkt_009083,1,304.02,338.0,15.35,14.0,5.0,934.15,2024-01-10
mkt_002288,0,301.94,49.0,27.38,13.0,5.0,153.52,2024-01-29
mkt_002183,0,233.89,41.0,21.85,7.0,6.0,61.82,2024-01-01
mkt_002862,0,861.2,159.0,233.0,15.0,2.0,723.34,2024-01-29
mkt_006861,1,575.16,1374.0,11.69,14.0,9.0,606.21,2024-01-13
mkt_002362,0,394.33,45.0,8.14,12.0,0.0,26.63,2024-01-07
mkt_008463,1,252.71,499.0,35.01,16.0,8.0,124.19,2024-01-06
mkt_006332,1,395.66,80.0,64.57,16.0,5.0,96.38,2024-01-06
mkt_004064,0,159.48,80.0,39.92,23.0,5.0,251.19,2024-01-19
mkt_009546,1,476.26,560.0,22.93,16.0,4.0,324.02,2024-01-21
mkt_000617,0,209.58,72.0,11.13,21.0,5.0,336.76,2024-01-18
mkt_003281,0,965.98,103.0,5.56,14.0,2.0,166.99,2024-01-02
mkt_005226,1,424.06,481.0,1.32,15.0,0.0,337.07,2024-01-25
mkt_003397,0,4888.98,188.0,75.38,13.0,8.0,325.23,2024-01-24
mkt_003065,0,146.3,153.0,2.73,10.0,0.0,179.0,2024-01-12
mkt_000766,0,31.26,8.0,4.49,15.0,0.0,10.25,2024-01-25
mkt_007078,1,549.95,111.0,8.6,17.0,3.0,105.47,2024-01-23
mkt_005279,1,136.16,230.0,40.87,12.0,2.0,131.38,2024-01-29
mkt_004149,0,280.93,104.0,43.28,6.0,3.0,167.28,2024-01-10
mkt_001144,0,136.22,1825.0,41.75,15.0,5.0,838.99,2024-01-23
mkt_004248,0,159.74,203.0,22.97,10.0,3.0,105.36,2024-01-30
mkt_004110,0,439.41,32.0,34.85,8.0,4.0,238.84,2024-01-04
mkt_000462,0,226.31,55.0,16.99,10.0,9.0,889.58,2024-01-08
mkt_002932,0,487.25,103.0,52.94,8.0,0.0,568.09,2024-01-16
mkt_004623,1,1295.07,267.0,45.77,13.0,8.0,89.41,2024-01-20
mkt_003813,0,209.28,50.0,6.12,12.0,6.0,134.43,2024-01-17
mkt_006308,1,2915.65,537.0,17.37,17.0,1.0,1736.88,2024-01-29
mkt_004341,0,92.71,4.0,68.18,10.0,4.0,272.95,2024-01-23
mkt_005300,1,461.48,172.0,36.2,13.0,6.0,103.05,2024-01-17
mkt_006804,1,285.12,58.0,9.18,6.0,8.0,146.74,2024-01-30
mkt_003282,0,1061.43,17.0,5.37,14.0,8.0,136.04,2024-01-22
mkt_002574,0,634.45,162.0,13.76,9.0,3.0,98.3,2024-01-30
mkt_007961,1,1021.62,579.0,5.03,17.0,1.0,152.65,2024-01-01
mkt_007879,1,290.48,386.0,14.09,11.0,3.0,1405.59,2024-01-17
mkt_000828,0,1556.3,104.0,130.8,15.0,7.0,151.11,2024-01-11
mkt_006486,1,362.12,91.0,24.34,15.0,9.0,295.52,2024-01-09
mkt_007599,1,402.3,349.0,24.66,11.0,9.0,300.76,2024-01-09
mkt_002540,0,99.47,287.0,10.14,8.0,9.0,244.46,2024-01-19
mkt_005746,1,105.22,106.0,8.6,12.0,8.0,169.22,2024-01-22
mkt_008526,1,318.72,33.0,49.6,8.0,9.0,100.96,2024-01-08
mkt_009566,1,40.39,26.0,18.98,7.0,3.0,93.58,2024-01-10
mkt_003742,0,76.6,100.0,24.72,6.0,6.0,188.49,2024-01-26
mkt_007498,1,521.51,24.0,7.92,16.0,7.0,346.59,2024-01-28
mkt_003524,0,1900.19,448.0,8.27,8.0,8.0,753.8,2024-01-01
mkt_000020,0,305.64,402.0,119.46,13.0,7.0,1216.06,2024-01-07
mkt_001915,0,411.86,88.0,115.81,9.0,3.0,173.3,2024-01-17
mkt_006571,1,424.98,195.0,10.67,12.0,3.0,315.1,2024-01-25
mkt_009018,1,237.79,48.0,100.94,9.0,5.0,162.24,2024-01-11
mkt_002012,0,287.94,190.0,32.48,10.0,9.0,141.54,2024-01-30
mkt_005405,1,274.33,572.0,9.8,15.0,6.0,639.56,2024-01-21
mkt_001295,0,2261.93,164.0,10.01,10.0,6.0,209.6,2024-01-12
mkt_003745,0,345.41,8.0,87.3,14.0,7.0,813.04,2024-01-25
mkt_000591,0,718.4,434.0,12.89,10.0,3.0,339.1,2024-01-27
mkt_001406,0,899.81,189.0,9.98,11.0,6.0,1020.49,2024-01-28
mkt_000221,0,202.56,38.0,13.44,11.0,2.0,74.97,2024-01-12
mkt_005617,1,105.03,1093.0,59.29,18.0,3.0,340.72,2024-01-08
mkt_006248,1,246.77,74.0,23.72,14.0,8.0,302.68,2024-01-05
mkt_004418,0,772.19,155.0,30.28,15.0,4.0,687.28,2024-01-04
mkt_000858,0,197.28,101.0,13.06,13.0,7.0,224.99,2024-01-09
mkt_001783,0,603.56,315.0,46.26,12.0,7.0,356.26,2024-01-29
mkt_007259,1,721.16,748.0,57.87,16.0,3.0,373.73,2024-01-07
mkt_006856,1,340.6,18.0,83.25,10.0,8.0,180.79,2024-01-07
mkt_001954,0,220.92,39.0,9.03,13.0,2.0,165.9,2024-01-07
mkt_001746,0,221.81,235.0,14.98,17.0,9.0,1200.82,2024-01-22
mkt_003132,0,276.91,28.0,160.44,15.0,1.0,79.72,2024-01-07
mkt_008036,1,1219.54,64.0,50.47,14.0,8.0,455.97,2024-01-29
mkt_008850,1,450.33,409.0,67.02,7.0,0.0,234.56,2024-01-23
mkt_000994,0,349.92,51.0,8.94,15.0,9.0,92.5,2024-01-05
mkt_006108,1,3238.96,72.0,16.91,9.0,4.0,108.54,2024-01-04
mkt_000730,0,436.56,49.0,25.41,17.0,2.0,235.09,2024-01-12
mkt_006974,1,1141.34,99.0,31.44,14.0,5.0,756.98,2024-01-05
mkt_006273,1,949.86,73.0,7.37,9.0,5.0,120.35,2024-01-03
mkt_006751,1,83.09,34.0,39.63,13.0,1.0,560.48,2024-01-06
mkt_003509,0,241.9,19.0,24.95,11.0,7.0,135.61,2024-01-18
mkt_003533,0,99.36,6.0,6.74,11.0,3.0,105.89,2024-01-28
mkt_002513,0,477.97,70.0,25.68,7.0,6.0,185.56,2024-01-25
mkt_005436,1,197.01,63.0,85.01,12.0,2.0,54.75,2024-01-10
mkt_003625,0,246.1,306.0,11.12,10.0,9.0,303.64,2024-01-04
mkt_000465,0,1414.2,394.0,135.68,16.0,6.0,239.68,2024-01-27
mkt_006755,1,79.5,39.0,43.43,12.0,2.0,90.28,2024-01-21
mkt_006759,1,1387.12,148.0,69.94,8.0,0.0,263.46,2024-01-01
mkt_007991,1,342.69,1146.0,18.73,11.0,4.0,214.14,2024-01-25
mkt_000157,0,1020.3,82.0,50.18,10.0,5.0,147.59,2024-01-12
mkt_003960,0,445.0,154.0,7.59,8.0,6.0,260.34,2024-01-12
mkt_008832,1,258.3,115.0,12.61,10.0,2.0,557.96,2024-01-16
mkt_005470,1,192.55,126.0,16.77,10.0,0.0,197.1,2024-01-13
mkt_000185,0,1002.96,59.0,8.04,14.0,3.0,104.88,2024-01-08
mkt_001002,0,1474.15,17.0,4.89,16.0,1.0,191.08,2024-01-09
mkt_009508,1,1918.8,319.0,9.81,14.0,2.0,248.17,2024-01-29
mkt_005623,1,151.32,328.0,9.43,12.0,2.0,119.25,2024-01-26
mkt_000400,0,339.66,381.0,22.89,14.0,6.0,513.06,2024-01-03
mkt_006240,1,132.49,10.0,6.36,16.0,8.0,104.29,2024-01-27
mkt_008940,1,202.71,216.0,4.74,12.0,4.0,305.35,2024-01-11
mkt_009932,1,290.64,67.0,13.29,18.0,7.0,489.17,2024-01-14
mkt_007342,1,690.83,129.0,13.36,11.0,7.0,210.74,2024-01-24
mkt_009832,1,148.01,10.0,214.96,9.0,9.0,281.44,2024-01-07
mkt_008466,1,166.44,67.0,12.35,7.0,4.0,98.62,2024-01-15
mkt_008756,1,117.04,27.0,18.18,15.0,8.0,277.6,2024-01-26
mkt_007958,1,269.53,75.0,4.46,12.0,8.0,133.58,2024-01-17
mkt_001250,0,1105.31,186.0,38.53,7.0,1.0,264.76,2024-01-30
mkt_003143,0,270.7,253.0,10.47,9.0,8.0,714.41,2024-01-24
mkt_007430,1,1509.24,236.0,70.13,27.0,7.0,440.16,2024-01-11
mkt_000059,0,349.05,54.0,12.73,10.0,8.0,560.22,2024-01-10
mkt_007855,1,45.94,49.0,16.63,10.0,0.0,45.4,2024-01-19
mkt_001113,0,413.4,144.0,4.44,8.0,3.0,110.58,2024-01-24
mkt_003057,0,474.87,60.0,7.39,9.0,9.0,220.93,2024-01-11
mkt_009569,1,796.46,1028.0,9.69,8.0,4.0,1259.48,2024-01-19
mkt_001328,0,547.79,396.0,6.04,17.0,2.0,361.55,2024-01-22
mkt_004995,1,353.29,30.0,50.58,12.0,6.0,235.06,2024-01-02
mkt_006682,1,59.16,31.0,8.79,13.0,9.0,151.82,2024-01-16
mkt_002072,0,47.87,22.0,11.53,9.0,3.0,122.34,2024-01-25
mkt_004793,1,255.68,85.0,79.55,9.0,4.0,128.58,2024-01-19
mkt_006829,1,278.35,94.0,12.97,5.0,1.0,200.9,2024-01-19
mkt_009629,1,560.33,198.0,5.9,14.0,4.0,245.73,2024-01-30
mkt_008218,1,146.17,12.0,25.93,11.0,9.0,324.26,2024-01-17
mkt_007567,1,152.86,48.0,69.68,15.0,7.0,203.7,2024-01-19
mkt_005922,1,275.78,82.0,100.25,12.0,8.0,25.85,2024-01-15
mkt_001550,0,321.47,21.0,51.99,14.0,6.0,715.02,2024-01-24
mkt_001009,0,324.74,43.0,16.3,15.0,2.0,408.86,2024-01-01
mkt_003755,0,1174.66,152.0,77.19,14.0,8.0,87.52,2024-01-19
mkt_008681,1,158.9,30.0,6.0,18.0,9.0,1238.35,2024-01-27
mkt_009342,1,884.63,154.0,12.21,14.0,7.0,416.44,2024-01-19
mkt_008009,1,255.49,100.0,14.07,12.0,1.0,159.16,2024-01-16
mkt_003860,0,166.73,43.0,7.11,14.0,5.0,180.77,2024-01-10
mkt_003148,0,153.46,282.0,63.03,11.0,1.0,132.31,2024-01-06
mkt_002519,0,395.89,139.0,65.8,18.0,4.0,786.55,2024-01-07
mkt_003127,0,933.41,115.0,30.29,13.0,2.0,288.4,2024-01-26
mkt_009084,1,217.23,38.0,58.53,9.0,6.0,192.74,2024-01-01
mkt_005316,1,63.4,48.0,29.02,15.0,8.0,811.63,2024-01-02
mkt_001195,0,67.45,93.0,35.47,12.0,6.0,32.81,2024-01-29
mkt_009050,1,590.94,280.0,37.96,14.0,7.0,227.11,2024-01-09
mkt_000879,0,74.37,165.0,17.83,12.0,4.0,1354.14,2024-01-10
mkt_006989,1,297.15,58.0,10.38,11.0,0.0,430.06,2024-01-11
mkt_002487,0,1525.1,219.0,15.58,15.0,0.0,512.64,2024-01-18
mkt_002840,0,546.46,169.0,3.04,10.0,1.0,208.72,2024-01-04
mkt_004329,0,125.05,11.0,4.96,8.0,6.0,70.22,2024-01-24
mkt_002930,0,184.75,444.0,28.07,13.0,4.0,216.81,2024-01-29
mkt_006424,1,256.92,625.0,18.26,7.0,5.0,1034.56,2024-01-15
mkt_002485,0,54.73,4.0,44.6,8.0,0.0,155.4,2024-01-08
mkt_005747,1,526.25,122.0,42.56,12.0,4.0,61.74,2024-01-16
mkt_000883,0,222.73,78.0,63.21,6.0,1.0,678.02,2024-01-02
mkt_004914,1,526.14,216.0,165.77,14.0,5.0,289.31,2024-01-19
mkt_006210,1,823.68,39.0,8.59,7.0,6.0,137.05,2024-01-24
mkt_009578,1,268.06,279.0,50.97,12.0,8.0,233.38,2024-01-17
mkt_000211,0,85.12,45.0,11.49,14.0,5.0,126.56,2024-01-12
mkt_002275,0,341.15,497.0,16.62,10.0,8.0,405.06,2024-01-19
mkt_002328,0,341.74,164.0,10.71,15.0,9.0,355.12,2024-01-25
mkt_004950,1,430.2,48.0,24.03,16.0,0.0,111.24,2024-01-01
mkt_003319,0,760.48,378.0,5.05,12.0,7.0,301.08,2024-01-27
mkt_009834,1,155.36,97.0,30.78,17.0,7.0,48.79,2024-01-05
mkt_004607,1,117.6,177.0,63.04,12.0,5.0,346.12,2024-01-15
mkt_001438,0,251.87,92.0,7.26,12.0,0.0,423.31,2024-01-12
mkt_000467,0,693.04,25.0,7.36,8.0,4.0,303.73,2024-01-25
mkt_005466,1,519.03,210.0,11.1,9.0,7.0,424.99,2024-01-11
mkt_003329,0,23.08,14.0,18.31,11.0,4.0,212.61,2024-01-10
mkt_005828,1,66.88,22.0,78.57,12.0,4.0,222.93,2024-01-28
mkt_008607,1,1795.46,69.0,37.79,19.0,8.0,339.58,2024-01-27
mkt_000696,0,184.96,18.0,18.18,13.0,0.0,53.84,2024-01-06
mkt_007267,1,2275.72,338.0,13.6,15.0,8.0,387.53,2024-01-04
mkt_009144,1,73.62,176.0,41.88,16.0,2.0,868.06,2024-01-24
mkt_008180,1,289.19,51.0,6.99,10.0,7.0,472.93,2024-01-26
mkt_009938,1,123.23,48.0,9.67,11.0,9.0,552.51,2024-01-17
mkt_001314,0,753.12,106.0,7.74,10.0,2.0,501.47,2024-01-25
mkt_002301,0,319.57,20.0,16.97,9.0,7.0,77.74,2024-01-09
mkt_002039,0,402.68,54.0,133.23,9.0,8.0,275.18,2024-01-14
mkt_007108,1,382.7,361.0,11.31,11.0,6.0,389.61,2024-01-01
mkt_003666,0,951.59,339.0,8.1,15.0,6.0,324.76,2024-01-07
mkt_000914,0,170.67,73.0,12.52,5.0,4.0,694.37,2024-01-09
mkt_000012,0,2881.52,139.0,59.65,14.0,1.0,196.19,2024-01-17
mkt_008583,1,557.64,177.0,55.29,11.0,0.0,457.44,2024-01-18
mkt_006427,1,755.71,165.0,29.12,11.0,8.0,136.47,2024-01-20
mkt_001536,0,378.01,389.0,45.8,10.0,4.0,444.28,2024-01-23
mkt_000736,0,510.33,277.0,8.6,17.0,3.0,376.52,2024-01-02
mkt_008201,1,1296.85,111.0,19.5,8.0,1.0,147.03,2024-01-25
mkt_008652,1,1331.77,121.0,56.68,13.0,0.0,601.2,2024-01-15
mkt_000453,0,1233.76,222.0,35.42,9.0,9.0,753.41,2024-01-16
mkt_004345,0,225.62,819.0,15.86,6.0,0.0,53.17,2024-01-27
mkt_000927,0,95.09,11.0,20.1,12.0,1.0,9.6,2024-01-01
mkt_006291,1,962.25,166.0,13.79,7.0,6.0,415.85,2024-01-15
mkt_008281,1,529.81,13.0,2.41,17.0,9.0,318.51,2024-01-25
mkt_008722,1,697.57,660.0,28.02,12.0,7.0,687.31,2024-01-14
mkt_006473,1,540.27,164.0,12.33,16.0,9.0,59.49,2024-01-20
mkt_000037,0,541.49,88.0,9.56,17.0,7.0,184.71,2024-01-29
mkt_005770,1,107.08,378.0,42.01,13.0,7.0,532.89,2024-01-10
mkt_002554,0,61.39,502.0,27.17,17.0,1.0,392.04,2024-01-01
mkt_007632,1,142.65,9.0,138.69,14.0,9.0,119.77,2024-01-23
mkt_009998,1,432.74,87.0,22.42,19.0,6.0,39.92,2024-01-12
mkt_006620,1,80.38,368.0,177.6,12.0,4.0,1058.41,2024-01-13
mkt_000940,0,510.05,1396.0,64.24,9.0,4.0,569.44,2024-01-13
mkt_007398,1,393.85,52.0,116.75,21.0,9.0,806.03,2024-01-10
mkt_006128,1,164.3,199.0,13.32,17.0,8.0,137.15,2024-01-17
mkt_009829,1,527.59,67.0,17.2,11.0,7.0,358.25,2024-01-12
mkt_002680,0,84.91,53.0,35.21,14.0,8.0,141.08,2024-01-25
mkt_004354,0,305.04,230.0,12.61,10.0,7.0,368.02,2024-01-16
mkt_003058,0,165.0,42.0,10.66,15.0,9.0,354.29,2024-01-21
mkt_007880,1,543.11,370.0,78.16,9.0,3.0,590.29,2024-01-15
mkt_000738,0,160.8,161.0,49.61,13.0,9.0,513.9,2024-01-12
mkt_000538,0,258.47,137.0,18.4,12.0,0.0,211.55,2024-01-04
mkt_003325,0,277.76,43.0,5.04,17.0,7.0,321.62,2024-01-16
mkt_004239,0,132.09,236.0,16.95,7.0,1.0,99.9,2024-01-07
mkt_001400,0,228.28,236.0,9.29,16.0,8.0,2805.88,2024-01-11
mkt_004046,0,6160.57,1023.0,28.64,14.0,9.0,258.02,2024-01-06
mkt_005137,1,271.95,21.0,20.74,21.0,9.0,196.64,2024-01-13
mkt_004229,0,686.54,245.0,26.47,15.0,6.0,193.08,2024-01-01
mkt_004191,0,1171.08,495.0,6.9,11.0,3.0,443.5,2024-01-18
mkt_009142,1,454.23,493.0,111.06,9.0,8.0,302.47,2024-01-21
mkt_005538,1,204.0,39.0,10.81,12.0,5.0,125.32,2024-01-09
mkt_002692,0,105.97,140.0,53.45,19.0,4.0,547.92,2024-01-25
mkt_005340,1,338.47,44.0,29.79,12.0,5.0,110.58,2024-01-09
mkt_009917,1,80.39,301.0,36.96,9.0,9.0,389.87,2024-01-29
mkt_007670,1,60.19,39.0,2.59,13.0,9.0,36.79,2024-01-09
mkt_009173,1,558.47,21.0,17.23,13.0,6.0,240.25,2024-01-06
mkt_001807,0,2982.4,255.0,4.35,20.0,3.0,385.05,2024-01-16
mkt_005111,1,49.08,92.0,77.85,10.0,7.0,434.74,2024-01-16
mkt_003989,0,287.92,83.0,17.2,12.0,8.0,143.07,2024-01-03
mkt_003455,0,177.4,31.0,5.37,16.0,3.0,53.59,2024-01-03
mkt_002907,0,28.54,81.0,18.19,10.0,6.0,332.52,2024-01-04
mkt_006651,1,157.66,15.0,17.37,12.0,1.0,65.33,2024-01-11
mkt_008287,1,611.59,85.0,6.06,20.0,2.0,186.39,2024-01-23
mkt_006244,1,1142.18,244.0,17.37,4.0,1.0,147.23,2024-01-29
mkt_002697,0,330.45,1549.0,18.89,15.0,7.0,482.0,2024-01-14
mkt_004016,0,172.09,115.0,8.04,8.0,7.0,187.29,2024-01-01
mkt_004339,0,1168.52,336.0,29.65,9.0,3.0,295.51,2024-01-10
mkt_004645,1,441.17,50.0,10.88,13.0,0.0,228.87,2024-01-20
mkt_007739,1,83.08,13.0,23.86,14.0,0.0,175.58,2024-01-08
mkt_007091,1,969.05,133.0,22.69,18.0,7.0,588.8,2024-01-11
mkt_004692,1,212.04,34.0,28.3,21.0,5.0,408.94,2024-01-03
mkt_001739,0,440.14,17.0,70.59,8.0,0.0,113.01,2024-01-04
mkt_005406,1,304.84,397.0,2.72,7.0,9.0,333.16,2024-01-30
mkt_004588,1,276.75,87.0,37.45,13.0,4.0,441.87,2024-01-07
mkt_003125,0,243.07,155.0,30.69,13.0,4.0,92.13,2024-01-19
mkt_002157,0,285.48,17.0,8.86,13.0,8.0,187.72,2024-01-05
mkt_005333,1,1782.23,212.0,2.99,21.0,6.0,185.79,2024-01-20
mkt_008636,1,257.45,36.0,31.49,9.0,8.0,244.07,2024-01-16
mkt_001825,0,748.51,49.0,13.48,6.0,7.0,245.66,2024-01-19
mkt_004230,0,308.22,15.0,47.81,17.0,1.0,271.33,2024-01-16
mkt_003487,0,212.52,418.0,22.29,12.0,3.0,63.48,2024-01-08
mkt_009053,1,650.91,218.0,54.83,12.0,7.0,429.67,2024-01-21
mkt_009768,1,318.7,127.0,39.42,12.0,2.0,139.18,2024-01-27
mkt_003647,0,295.8,510.0,8.45,13.0,1.0,358.54,2024-01-10
mkt_005902,1,228.72,98.0,8.85,11.0,8.0,449.69,2024-01-29
mkt_006385,1,235.3,69.0,34.59,7.0,0.0,29.28,2024-01-28
mkt_005638,1,89.29,6.0,32.52,21.0,1.0,194.14,2024-01-08
mkt_006423,1,297.94,63.0,20.6,15.0,9.0,147.86,2024-01-01
mkt_007826,1,344.73,216.0,189.5,16.0,6.0,227.34,2024-01-16
mkt_007743,1,631.15,614.0,27.9,10.0,6.0,1639.7,2024-01-18
mkt_003012,0,4804.74,69.0,17.58,16.0,0.0,96.52,2024-01-30
mkt_007671,1,187.31,231.0,30.75,14.0,1.0,855.74,2024-01-11
mkt_009548,1,61.39,68.0,7.82,8.0,2.0,366.44,2024-01-20
mkt_009977,1,39.79,72.0,3.83,5.0,6.0,247.45,2024-01-29
mkt_003080,0,16.61,111.0,35.72,13.0,0.0,1334.67,2024-01-20
mkt_003520,0,519.96,65.0,55.52,14.0,2.0,624.94,2024-01-23
mkt_004978,1,246.3,86.0,2.1,18.0,4.0,337.92,2024-01-15
mkt_007619,1,442.21,123.0,38.29,11.0,5.0,255.06,2024-01-11
mkt_004347,0,464.52,32.0,33.5,12.0,2.0,165.43,2024-01-05
mkt_008440,1,94.73,82.0,60.09,7.0,3.0,211.28,2024-01-21
mkt_001346,0,624.04,16.0,3.82,7.0,2.0,181.93,2024-01-13
mkt_007087,1,329.52,50.0,71.51,16.0,0.0,120.55,2024-01-01
mkt_008947,1,214.19,1176.0,44.59,6.0,6.0,768.37,2024-01-16
mkt_005651,1,710.1,572.0,4.7,12.0,1.0,292.92,2024-01-14
mkt_008081,1,455.44,739.0,35.67,14.0,8.0,201.38,2024-01-14
mkt_001791,0,716.62,16.0,135.73,15.0,7.0,60.67,2024-01-27
mkt_007428,1,1929.04,256.0,12.17,3.0,2.0,81.79,2024-01-03
mkt_009579,1,738.99,115.0,25.52,11.0,8.0,182.76,2024-01-14
mkt_009959,1,126.2,42.0,28.48,15.0,2.0,125.67,2024-01-12
mkt_002270,0,58.62,79.0,31.29,19.0,1.0,465.77,2024-01-18
mkt_009766,1,337.59,232.0,34.05,20.0,9.0,224.3,2024-01-27
mkt_002955,0,448.74,74.0,22.58,11.0,8.0,164.51,2024-01-04
mkt_003443,0,27.87,52.0,23.23,20.0,0.0,283.99,2024-01-04
mkt_007735,1,391.49,15.0,5.58,8.0,9.0,69.32,2024-01-04
mkt_000833,0,212.33,30.0,10.93,10.0,8.0,254.37,2024-01-27
mkt_006498,1,107.7,64.0,2.41,14.0,1.0,395.32,2024-01-21
mkt_002991,0,463.61,40.0,3.95,11.0,2.0,119.94,2024-01-03
mkt_007792,1,165.84,13.0,47.4,13.0,4.0,28.53,2024-01-23
mkt_002150,0,228.05,84.0,6.54,14.0,1.0,579.31,2024-01-13
mkt_004022,0,723.43,91.0,22.17,11.0,2.0,256.67,2024-01-05
mkt_007614,1,688.6,118.0,27.84,10.0,3.0,228.59,2024-01-20
mkt_006123,1,217.76,12.0,23.86,16.0,2.0,88.7,2024-01-01
mkt_003338,0,229.82,56.0,28.58,11.0,5.0,958.55,2024-01-30
mkt_004343,0,257.34,8.0,120.36,15.0,4.0,97.13,2024-01-30
mkt_004463,0,436.29,34.0,7.08,17.0,5.0,176.46,2024-01-04
mkt_002375,0,112.02,21.0,60.09,9.0,9.0,706.41,2024-01-16
mkt_009043,1,264.9,316.0,10.37,14.0,4.0,711.45,2024-01-02
mkt_005570,1,352.45,94.0,104.16,13.0,2.0,627.31,2024-01-03
mkt_008598,1,497.63,96.0,22.69,14.0,7.0,329.05,2024-01-08
mkt_008503,1,14811.3,201.0,38.21,17.0,6.0,107.79,2024-01-14
mkt_008879,1,95.02,72.0,75.78,14.0,0.0,217.25,2024-01-19
mkt_001886,0,728.47,226.0,5.39,12.0,0.0,53.4,2024-01-03
mkt_001197,0,605.99,127.0,88.6,9.0,3.0,426.75,2024-01-01
mkt_006426,1,386.59,156.0,79.7,12.0,1.0,284.82,2024-01-16
mkt_008910,1,843.86,16.0,2.98,9.0,7.0,123.49,2024-01-22
mkt_002935,0,43.86,153.0,6.83,9.0,0.0,181.54,2024-01-17
mkt_006341,1,177.15,61.0,27.43,9.0,0.0,89.11,2024-01-02
mkt_001429,0,256.98,217.0,37.82,12.0,5.0,371.89,2024-01-17
mkt_006306,1,663.68,129.0,18.64,20.0,0.0,285.14,2024-01-17
mkt_003649,0,256.9,82.0,14.72,15.0,4.0,150.17,2024-01-04
mkt_001937,0,157.42,133.0,21.11,12.0,2.0,260.46,2024-01-30
mkt_005171,1,176.1,39.0,4.64,11.0,0.0,73.63,2024-01-05
mkt_007763,1,33.86,37.0,25.14,13.0,5.0,232.32,2024-01-16
mkt_006392,1,128.56,39.0,60.81,12.0,6.0,121.06,2024-01-25
mkt_001153,0,240.91,178.0,7.81,9.0,8.0,231.58,2024-01-07
mkt_006249,1,612.53,133.0,55.85,11.0,1.0,132.17,2024-01-09
mkt_007036,1,172.06,36.0,17.81,11.0,3.0,253.37,2024-01-30
mkt_004228,0,3506.68,45.0,8.0,18.0,2.0,317.41,2024-01-19
mkt_004974,1,606.8,102.0,11.31,14.0,0.0,231.36,2024-01-14
mkt_006400,1,142.74,139.0,8.45,13.0,0.0,163.07,2024-01-10
mkt_003639,0,219.41,204.0,48.47,12.0,7.0,542.3,2024-01-01
mkt_003971,0,379.79,70.0,19.92,13.0,6.0,320.89,2024-01-11
mkt_009593,1,667.17,310.0,11.46,9.0,2.0,422.31,2024-01-18
mkt_003375,0,307.64,53.0,40.14,11.0,8.0,464.51,2024-01-15
mkt_002486,0,229.24,17.0,30.43,16.0,4.0,71.06,2024-01-26
mkt_006953,1,119.57,10.0,11.12,8.0,2.0,56.08,2024-01-04
mkt_000605,0,121.51,120.0,11.61,16.0,2.0,40.68,2024-01-14
mkt_007443,1,1041.67,1281.0,225.79,12.0,0.0,252.02,2024-01-21
mkt_005927,1,834.8,312.0,18.43,11.0,9.0,280.66,2024-01-06
mkt_002453,0,199.19,54.0,18.65,13.0,7.0,100.53,2024-01-15
mkt_003608,0,3458.86,1817.0,37.72,13.0,4.0,332.81,2024-01-13
mkt_001483,0,852.48,63.0,32.16,12.0,2.0,229.14,2024-01-03
