subject_id,variant,outcome,company_size,days_since_signup,plan_type,feature_usage_count,pre_experiment_outcome,experiment_day
saas_003298,0,77.87,10.0,7.0,1.0,8.0,69.57,13
saas_007256,0,10.03,247.0,1.0,0.0,3.0,37.2,23
saas_000257,0,3.01,11.0,2.0,0.0,13.0,23.86,12
saas_007286,0,44.2,11.0,9.0,1.0,15.0,8.86,17
saas_008616,0,19.51,16.0,13.0,1.0,6.0,28.05,10
saas_007816,0,33.27,53.0,5.0,0.0,12.0,11.41,30
saas_005843,0,39.68,41.0,4.0,2.0,6.0,32.23,7
saas_002089,1,40.06,40.0,8.0,0.0,5.0,30.72,1
saas_007702,0,32.43,1.0,39.0,0.0,9.0,36.75,26
saas_000503,0,70.2,2.0,10.0,1.0,10.0,40.82,13
saas_005265,0,20.94,17.0,18.0,2.0,6.0,12.75,3
saas_008814,0,20.51,280.0,43.0,0.0,8.0,18.88,23
saas_001345,1,20.72,642.0,20.0,0.0,4.0,27.24,9
saas_008455,1,53.52,32.0,13.0,0.0,17.0,53.68,21
saas_005046,1,53.65,77.0,1.0,1.0,9.0,37.11,3
saas_002248,1,0.45,18.0,45.0,0.0,14.0,25.49,22
saas_004981,0,0.0,26.0,1.0,0.0,3.0,21.77,5
saas_000372,0,24.95,72.0,33.0,2.0,5.0,26.4,9
saas_008454,1,18.69,13.0,20.0,0.0,6.0,20.84,8
saas_003370,0,46.53,13.0,6.0,0.0,9.0,27.74,4
saas_002006,1,21.07,17.0,8.0,1.0,11.0,22.31,6
saas_003656,0,44.43,14.0,13.0,2.0,10.0,19.9,11
saas_008327,1,0.45,28.0,13.0,1.0,7.0,7.86,17
saas_007521,1,0.45,35.0,4.0,1.0,11.0,0.0,27
saas_004001,0,39.62,76.0,8.0,0.0,12.0,45.59,1
saas_006072,0,52.43,66.0,16.0,2.0,10.0,36.89,7
saas_008736,0,29.23,65.0,10.0,1.0,10.0,33.18,18
saas_000997,0,17.15,24.0,13.0,1.0,5.0,31.18,24
saas_008179,1,48.75,315.0,13.0,1.0,9.0,33.99,8
saas_003290,1,40.25,14.0,1.0,0.0,10.0,28.33,9
saas_001176,0,12.7,6.0,8.0,1.0,3.0,6.73,18
saas_000551,0,47.74,46.0,12.0,0.0,6.0,20.81,5
saas_000744,1,0.45,23.0,4.0,1.0,6.0,33.05,29
saas_007223,1,20.98,15.0,19.0,1.0,4.0,23.24,8
saas_004554,0,7.8,290.0,20.0,2.0,8.0,35.18,20
saas_002859,0,38.26,5.0,5.0,2.0,7.0,27.34,19
saas_008820,0,39.05,61.0,18.0,2.0,8.0,52.67,1
saas_003459,0,43.27,63.0,11.0,0.0,7.0,48.37,19
saas_002724,0,28.83,8.0,5.0,1.0,11.0,35.56,11
saas_006847,1,35.12,1.0,9.0,2.0,11.0,38.46,28
saas_007615,0,34.22,7.0,20.0,1.0,6.0,43.94,26
saas_007547,0,51.89,14.0,4.0,2.0,7.0,54.05,18
saas_009174,0,6.64,690.0,19.0,2.0,3.0,9.44,11
saas_006393,1,50.36,19.0,2.0,0.0,8.0,41.91,3
saas_005358,1,77.56,10.0,27.0,2.0,9.0,35.61,30
saas_009488,1,27.1,34.0,1.0,0.0,9.0,12.17,29
saas_002968,0,23.62,422.0,47.0,0.0,6.0,24.42,8
saas_000693,1,9.96,1.0,1.0,0.0,9.0,36.62,19
saas_002533,1,22.35,24.0,30.0,1.0,8.0,29.71,9
saas_006399,1,22.4,59.0,1.0,0.0,4.0,22.34,18
saas_000982,0,12.63,28.0,3.0,0.0,2.0,3.56,20
saas_005364,1,38.71,31.0,3.0,0.0,6.0,30.48,28
saas_000079,1,44.52,12.0,3.0,0.0,9.0,35.65,1
saas_004053,0,49.58,8.0,11.0,1.0,9.0,42.86,29
saas_006258,0,51.14,3.0,15.0,1.0,12.0,36.07,12
saas_009576,1,51.79,52.0,1.0,0.0,4.0,18.6,7
saas_009025,0,58.56,4.0,42.0,1.0,7.0,37.57,3
saas_003107,0,10.71,24.0,1.0,0.0,8.0,26.17,19
saas_003601,1,18.19,754.0,4.0,0.0,6.0,21.06,25
saas_006073,0,71.42,31.0,10.0,0.0,6.0,30.84,5
saas_008126,1,52.83,131.0,1.0,1.0,10.0,36.42,21
saas_002142,1,2.65,1159.0,7.0,1.0,5.0,9.93,18
saas_006310,0,0.0,46.0,30.0,1.0,9.0,0.0,16
saas_002268,0,30.55,1.0,47.0,0.0,11.0,11.28,8
saas_000445,1,26.73,2.0,4.0,1.0,12.0,5.69,18
saas_004883,0,52.65,13.0,9.0,1.0,8.0,51.2,3
saas_004466,0,36.21,19.0,14.0,0.0,7.0,39.29,26
saas_009026,1,0.45,44.0,5.0,0.0,10.0,14.05,1
saas_006632,0,27.4,10.0,13.0,1.0,15.0,3.53,9
saas_003316,0,37.63,15.0,8.0,0.0,10.0,55.78,4
saas_001701,0,5.09,9.0,7.0,1.0,8.0,28.21,14
saas_002526,1,10.22,18.0,1.0,1.0,4.0,37.06,11
saas_000068,0,0.0,72.0,24.0,2.0,3.0,8.39,16
saas_001168,0,0.0,10.0,11.0,0.0,7.0,3.7,19
saas_000048,0,0.0,55.0,3.0,1.0,7.0,0.0,5
saas_001053,0,37.82,786.0,6.0,2.0,11.0,26.04,17
saas_004029,0,34.1,26.0,30.0,0.0,10.0,27.69,18
saas_000880,1,45.36,28.0,12.0,0.0,9.0,47.42,8
saas_002651,0,39.69,1.0,1.0,0.0,12.0,37.8,16
saas_007759,0,31.34,1.0,4.0,2.0,10.0,8.39,21
saas_002439,1,15.73,16.0,13.0,0.0,7.0,28.82,10
saas_004924,0,7.42,2.0,35.0,0.0,5.0,34.56,26
saas_001467,0,45.84,2.0,19.0,0.0,6.0,25.77,4
saas_007292,1,15.52,15.0,2.0,1.0,4.0,23.3,23
saas_005035,1,20.91,2.0,9.0,1.0,7.0,27.04,4
saas_002441,0,52.8,47.0,10.0,0.0,7.0,46.33,11
saas_006554,0,35.17,7.0,45.0,0.0,8.0,36.23,3
saas_000230,1,0.45,2.0,12.0,2.0,7.0,9.49,9
saas_001320,0,20.39,6.0,4.0,1.0,10.0,15.51,27
saas_000041,1,41.35,45.0,18.0,0.0,5.0,24.4,18
saas_000777,1,41.17,36.0,27.0,0.0,8.0,47.78,1
saas_008950,1,65.59,140.0,23.0,0.0,8.0,35.44,15
saas_008404,0,9.71,26.0,11.0,1.0,3.0,9.33,6
saas_001729,1,7.99,21.0,14.0,0.0,10.0,47.46,4
saas_003910,1,49.85,152.0,8.0,1.0,5.0,36.14,15
saas_000579,1,0.45,34.0,53.0,2.0,8.0,35.48,9
saas_009941,0,18.28,5.0,21.0,0.0,13.0,7.57,8
saas_005839,0,66.01,2.0,1.0,1.0,5.0,60.4,22
saas_008271,1,26.93,40.0,1.0,1.0,8.0,0.0,4
saas_007275,1,32.68,8.0,22.0,0.0,3.0,34.89,24
saas_001491,0,40.39,19.0,1.0,0.0,5.0,15.07,10
saas_009109,0,0.0,16.0,15.0,0.0,6.0,17.21,3
saas_005610,1,91.06,79.0,1.0,2.0,9.0,62.89,9
saas_000061,0,0.0,12.0,36.0,0.0,3.0,24.53,12
saas_005471,0,38.69,9.0,1.0,0.0,10.0,7.04,17
saas_003905,1,52.42,787.0,21.0,1.0,4.0,54.74,11
saas_006531,1,0.45,12.0,14.0,1.0,6.0,8.33,5
saas_000402,1,36.33,68.0,5.0,1.0,10.0,24.51,11
saas_000332,1,56.88,7.0,11.0,1.0,9.0,34.66,19
saas_002084,1,1.31,93.0,6.0,1.0,11.0,0.0,25
saas_009557,1,24.86,16.0,4.0,0.0,6.0,0.16,4
saas_000164,1,0.45,70.0,3.0,1.0,8.0,15.43,20
saas_004379,0,25.82,2.0,6.0,1.0,8.0,28.87,18
saas_002715,0,12.85,22.0,21.0,1.0,4.0,8.4,23
saas_008923,1,0.45,32.0,15.0,0.0,10.0,23.83,20
saas_007346,1,68.98,138.0,8.0,0.0,13.0,43.17,29
saas_005453,1,9.76,4.0,36.0,0.0,9.0,5.34,13
saas_007046,0,30.67,47.0,1.0,1.0,5.0,24.08,5
saas_001334,0,45.68,37.0,3.0,0.0,9.0,31.12,13
saas_008698,0,33.26,121.0,4.0,1.0,7.0,25.7,7
saas_001659,0,27.21,24.0,12.0,0.0,8.0,50.5,25
saas_003578,1,32.07,46.0,6.0,2.0,9.0,29.22,25
saas_000753,1,21.83,434.0,11.0,1.0,10.0,43.48,4
saas_006584,0,8.17,16.0,5.0,1.0,2.0,32.45,13
saas_000706,0,0.0,5.0,15.0,1.0,6.0,28.36,30
saas_003014,1,50.92,88.0,21.0,0.0,4.0,33.62,30
saas_008558,1,35.85,16.0,15.0,0.0,8.0,35.97,21
saas_009875,0,15.98,1.0,6.0,1.0,9.0,36.84,18
saas_009582,1,0.45,62.0,16.0,1.0,9.0,16.63,23
saas_008928,1,36.29,12.0,21.0,1.0,3.0,13.37,26
saas_009556,1,34.86,7.0,21.0,0.0,10.0,23.5,19
saas_008983,0,80.78,27.0,18.0,0.0,9.0,28.12,8
saas_001834,0,11.42,47.0,4.0,1.0,11.0,7.32,30
saas_002996,0,37.79,3.0,1.0,1.0,7.0,13.74,9
saas_005427,1,9.69,23.0,21.0,0.0,13.0,27.21,11
saas_003879,1,0.45,31.0,17.0,1.0,7.0,26.41,11
saas_007156,1,47.99,27.0,4.0,1.0,8.0,36.75,2
saas_005081,1,48.77,7.0,1.0,2.0,7.0,42.36,1
saas_009114,0,45.56,81.0,35.0,0.0,9.0,56.77,29
saas_007244,1,46.68,3.0,6.0,1.0,0.0,49.36,23
saas_005400,0,12.88,12.0,12.0,1.0,8.0,20.59,9
saas_005395,0,32.26,50.0,21.0,1.0,7.0,17.99,5
saas_009427,1,0.45,19.0,30.0,2.0,6.0,4.9,23
saas_002246,0,65.62,1.0,15.0,0.0,6.0,44.95,17
saas_000835,0,33.84,5.0,8.0,1.0,7.0,49.33,4
saas_008394,0,65.16,41.0,3.0,0.0,7.0,39.03,8
saas_009042,0,25.46,3.0,7.0,1.0,6.0,28.67,2
saas_000432,0,53.47,16.0,1.0,1.0,11.0,31.89,9
saas_003378,0,20.22,4.0,27.0,1.0,9.0,19.35,1
saas_006817,0,28.08,18.0,10.0,0.0,10.0,27.55,17
saas_008131,0,8.76,14.0,18.0,0.0,9.0,42.86,4
saas_009621,1,53.0,27.0,30.0,0.0,7.0,38.76,11
saas_006066,0,38.33,52.0,11.0,1.0,8.0,48.44,10
saas_001193,0,0.0,61.0,20.0,1.0,4.0,19.7,15
saas_006934,0,0.0,174.0,14.0,1.0,7.0,7.95,21
saas_005461,0,24.7,15.0,1.0,1.0,10.0,38.51,14
saas_003071,1,8.71,27.0,10.0,0.0,10.0,17.87,6
saas_003044,0,36.87,27.0,1.0,2.0,11.0,44.1,1
saas_003263,0,52.9,225.0,4.0,1.0,6.0,24.16,19
saas_002729,1,53.25,3.0,2.0,0.0,5.0,34.55,23
saas_003433,0,13.09,23.0,9.0,0.0,15.0,26.58,16
saas_000433,1,9.17,1.0,26.0,0.0,10.0,12.5,28
saas_003272,1,0.45,15.0,53.0,0.0,6.0,8.56,16
saas_007001,1,0.45,5.0,30.0,0.0,10.0,4.97,9
saas_009726,1,30.17,15.0,14.0,0.0,6.0,21.51,3
saas_000104,1,37.41,4.0,5.0,0.0,9.0,23.29,5
saas_003315,0,0.0,73.0,13.0,0.0,8.0,11.28,24
saas_001656,0,34.03,35.0,3.0,1.0,6.0,15.45,19
saas_001533,1,35.06,3.0,5.0,2.0,7.0,25.58,29
saas_004680,0,19.46,226.0,4.0,0.0,6.0,36.09,5
saas_008813,1,56.14,44.0,1.0,0.0,7.0,54.49,2
saas_009002,0,0.0,23.0,9.0,0.0,8.0,0.0,19
saas_006622,1,34.79,168.0,21.0,0.0,9.0,37.17,2
saas_001443,1,15.69,173.0,2.0,0.0,8.0,15.38,1
saas_000214,1,37.13,12.0,23.0,1.0,16.0,21.78,1
saas_005356,1,7.37,1.0,3.0,1.0,5.0,22.25,10
saas_009218,0,23.69,25.0,21.0,0.0,12.0,29.89,5
saas_006322,1,19.1,23.0,1.0,0.0,8.0,28.11,19
saas_004989,0,0.0,69.0,12.0,2.0,10.0,0.0,2
saas_001419,0,13.67,20.0,5.0,0.0,14.0,10.6,25
saas_009516,1,69.08,52.0,1.0,2.0,9.0,55.42,25
saas_008606,1,26.76,300.0,22.0,0.0,9.0,18.2,23
saas_000181,1,2.41,27.0,6.0,0.0,7.0,29.45,15
saas_004352,0,20.14,22.0,9.0,0.0,5.0,20.05,16
saas_008700,0,54.69,2.0,11.0,0.0,5.0,30.8,23
saas_002446,0,24.76,11.0,1.0,0.0,8.0,23.88,3
saas_005321,0,35.82,2.0,9.0,1.0,9.0,40.46,16
saas_008045,1,13.96,34.0,4.0,0.0,11.0,40.35,27
saas_005684,0,0.0,4.0,14.0,0.0,8.0,6.52,16
saas_003532,0,52.36,142.0,13.0,1.0,10.0,17.66,16
saas_008244,1,55.09,25.0,1.0,0.0,9.0,51.48,3
saas_007976,1,32.92,268.0,6.0,1.0,7.0,30.56,26
saas_003698,1,78.87,4.0,7.0,0.0,8.0,59.7,2
saas_000070,0,16.53,2.0,2.0,1.0,4.0,42.68,17
saas_000544,1,0.45,13.0,19.0,2.0,2.0,20.26,19
saas_001204,0,26.95,7.0,1.0,1.0,6.0,28.7,17
saas_003078,0,21.05,3.0,17.0,2.0,8.0,5.78,10
saas_009106,1,76.74,43.0,1.0,1.0,14.0,37.99,25
saas_009120,1,40.5,36.0,5.0,1.0,5.0,31.5,9
saas_009680,0,53.15,15.0,9.0,0.0,10.0,57.82,30
saas_006180,0,36.78,21.0,15.0,0.0,5.0,23.7,1
saas_008329,0,41.79,73.0,8.0,1.0,15.0,27.46,28
saas_004284,1,15.64,10.0,1.0,1.0,7.0,8.62,16
saas_004007,1,0.45,40.0,6.0,0.0,8.0,15.92,27
saas_008713,0,1.76,23.0,16.0,2.0,14.0,13.3,7
saas_000877,0,10.82,14.0,8.0,1.0,6.0,44.71,20
saas_008060,0,55.11,10.0,1.0,0.0,9.0,60.64,17
saas_000196,0,27.38,52.0,20.0,0.0,11.0,13.29,15
saas_009746,1,57.67,1.0,19.0,0.0,7.0,13.87,12
saas_004010,0,49.49,34.0,6.0,0.0,16.0,21.65,1
saas_009962,1,55.94,53.0,32.0,2.0,6.0,46.37,29
saas_002571,1,29.96,52.0,4.0,1.0,5.0,28.81,4
saas_003753,1,15.01,62.0,2.0,1.0,11.0,34.7,23
saas_009247,0,0.73,15.0,85.0,1.0,11.0,19.62,23
saas_008628,1,24.92,15.0,17.0,0.0,7.0,7.7,23
saas_009368,1,13.11,7.0,14.0,0.0,8.0,23.93,16
saas_006159,1,38.19,88.0,13.0,1.0,10.0,31.84,16
saas_004791,1,11.51,1.0,6.0,1.0,9.0,13.7,10
saas_005337,1,15.45,76.0,8.0,0.0,10.0,21.56,17
saas_003024,1,23.48,15.0,1.0,2.0,10.0,18.75,14
saas_002718,0,58.35,95.0,1.0,2.0,5.0,18.11,26
saas_008655,0,4.02,24.0,2.0,1.0,7.0,8.61,4
saas_006916,1,37.79,14.0,22.0,2.0,12.0,40.55,26
saas_003984,1,57.18,5.0,1.0,1.0,7.0,35.09,29
saas_007308,0,18.71,6.0,35.0,1.0,15.0,13.11,12
saas_005953,0,0.0,38.0,12.0,0.0,8.0,0.0,26
saas_003844,1,51.94,22.0,3.0,0.0,12.0,44.28,18
saas_002682,0,12.68,89.0,23.0,0.0,4.0,25.21,30
saas_004024,1,52.73,5.0,3.0,1.0,8.0,40.17,2
saas_008715,0,54.36,128.0,10.0,0.0,7.0,56.17,2
saas_003139,1,18.31,386.0,6.0,0.0,6.0,21.28,17
saas_004237,0,53.71,28.0,63.0,0.0,5.0,20.76,23
saas_000218,1,40.06,15.0,30.0,1.0,8.0,40.03,5
saas_006618,0,50.1,105.0,1.0,0.0,5.0,51.47,5
saas_009606,1,68.21,106.0,4.0,1.0,10.0,46.28,2
saas_005268,1,43.96,61.0,1.0,2.0,8.0,16.77,15
saas_002543,1,52.45,65.0,22.0,2.0,11.0,30.27,9
saas_002870,0,16.21,1.0,6.0,0.0,7.0,13.35,20
saas_001244,0,33.91,96.0,10.0,0.0,9.0,41.34,15
saas_000420,0,14.85,23.0,1.0,1.0,5.0,32.59,27
saas_006227,1,63.62,76.0,34.0,0.0,10.0,17.81,12
saas_002058,1,50.04,8.0,69.0,1.0,9.0,39.76,25
saas_008493,0,33.86,56.0,13.0,0.0,5.0,49.6,8
saas_006434,1,34.53,33.0,7.0,0.0,10.0,36.33,18
saas_003422,1,31.34,99.0,10.0,1.0,3.0,41.55,22
saas_004510,0,56.44,13.0,8.0,0.0,9.0,59.16,28
saas_001166,0,40.89,801.0,7.0,0.0,4.0,29.37,17
saas_000254,1,19.74,13.0,9.0,0.0,7.0,24.08,10
saas_000415,0,35.02,27.0,9.0,1.0,12.0,4.34,21
saas_009175,1,18.24,28.0,13.0,0.0,5.0,19.6,27
saas_003469,1,73.12,81.0,1.0,0.0,8.0,32.78,19
saas_003050,1,21.01,89.0,5.0,0.0,7.0,36.74,22
saas_000759,1,36.72,39.0,13.0,0.0,8.0,20.89,3
saas_001385,0,49.39,23.0,28.0,0.0,8.0,43.59,9
saas_000654,0,6.1,48.0,1.0,0.0,11.0,10.02,5
saas_001201,0,36.37,9.0,1.0,0.0,11.0,32.59,17
saas_002413,1,39.89,2.0,2.0,0.0,10.0,32.11,2
saas_005579,0,6.8,93.0,9.0,0.0,6.0,9.3,1
saas_005993,0,47.95,12.0,34.0,1.0,9.0,49.32,19
saas_005294,1,16.51,23.0,5.0,1.0,8.0,11.78,20
saas_003055,0,0.0,3.0,7.0,0.0,7.0,20.3,6
saas_002830,0,16.96,5.0,12.0,1.0,8.0,21.82,25
saas_002970,0,11.05,93.0,44.0,0.0,7.0,21.26,15
saas_000328,0,0.0,3.0,12.0,0.0,9.0,17.6,24
saas_004270,0,3.63,2.0,15.0,2.0,12.0,4.01,8
saas_005994,1,54.36,4.0,13.0,2.0,9.0,17.7,26
saas_004392,0,1.9,4.0,2.0,2.0,5.0,46.83,27
saas_002063,0,16.46,35.0,9.0,0.0,2.0,10.39,18
saas_008301,1,36.14,8.0,5.0,0.0,8.0,9.42,3
saas_009013,1,39.38,53.0,2.0,0.0,3.0,41.97,2
saas_009329,1,25.71,25.0,9.0,1.0,6.0,24.83,3
saas_005169,1,34.49,571.0,16.0,0.0,5.0,21.86,19
saas_004429,0,15.2,2.0,5.0,2.0,8.0,31.97,18
saas_001281,0,0.0,1.0,79.0,2.0,6.0,18.91,9
saas_003381,1,50.18,32.0,12.0,1.0,7.0,25.83,21
saas_002636,1,44.49,12.0,4.0,0.0,9.0,34.59,13
saas_003328,1,21.5,7.0,3.0,1.0,11.0,16.61,14
saas_006436,0,72.67,77.0,1.0,1.0,9.0,43.25,30
saas_005018,1,27.07,3.0,9.0,0.0,6.0,21.5,25
saas_007324,0,1.44,145.0,15.0,0.0,5.0,17.92,12
saas_003795,1,12.39,15.0,18.0,1.0,11.0,55.87,14
saas_002663,1,56.04,2.0,1.0,2.0,8.0,37.74,4
saas_008282,1,0.45,11.0,12.0,1.0,7.0,11.29,19
saas_001282,1,29.74,1.0,20.0,0.0,13.0,26.35,7
saas_004148,0,0.0,16.0,19.0,2.0,7.0,9.09,8
saas_001362,0,26.72,1.0,2.0,0.0,10.0,31.74,13
saas_001437,0,32.9,1.0,40.0,0.0,8.0,42.39,30
saas_009628,0,56.38,121.0,30.0,2.0,9.0,34.94,25
saas_003441,1,30.8,21.0,15.0,0.0,7.0,33.87,10
saas_000056,1,18.85,13.0,2.0,2.0,4.0,8.26,23
saas_004597,0,0.0,32.0,5.0,0.0,9.0,0.0,24
saas_008479,1,27.93,21.0,1.0,0.0,8.0,15.59,8
saas_005365,1,29.72,400.0,27.0,1.0,7.0,60.28,8
saas_001844,0,42.46,2.0,8.0,0.0,9.0,21.45,14
saas_005515,1,9.39,10.0,3.0,0.0,6.0,10.31,20
saas_008573,0,38.6,4.0,22.0,1.0,12.0,50.47,10
saas_006263,0,0.0,7.0,8.0,1.0,8.0,6.37,25
saas_002880,1,69.52,31.0,52.0,1.0,5.0,37.44,6
saas_001743,1,68.82,2.0,3.0,1.0,9.0,46.16,24
saas_008398,1,55.05,3.0,4.0,2.0,10.0,26.15,15
saas_004169,0,34.53,42.0,6.0,2.0,7.0,15.85,27
saas_005197,1,30.03,3.0,8.0,0.0,12.0,16.24,16
saas_008993,0,28.94,170.0,2.0,0.0,12.0,37.05,30
saas_000740,1,96.5,90.0,15.0,0.0,6.0,68.86,23
saas_009066,0,11.0,78.0,6.0,1.0,4.0,1.72,17
saas_001624,1,53.06,26.0,9.0,2.0,6.0,43.31,15
saas_000524,1,40.98,164.0,8.0,0.0,10.0,31.04,7
saas_007999,1,44.04,29.0,1.0,1.0,8.0,41.24,25
saas_004419,0,28.17,154.0,14.0,1.0,13.0,39.98,16
saas_005426,1,0.45,7.0,1.0,0.0,11.0,23.27,28
saas_006689,1,2.65,308.0,5.0,0.0,15.0,12.96,10
saas_007382,1,33.71,22.0,9.0,1.0,12.0,32.37,6
saas_000435,0,0.0,8.0,15.0,0.0,4.0,12.82,28
saas_002960,0,71.39,2.0,39.0,0.0,5.0,58.99,23
saas_000308,1,0.45,48.0,34.0,1.0,9.0,12.37,14
saas_001565,0,14.43,7.0,9.0,0.0,16.0,16.14,29
saas_002631,1,64.05,4.0,7.0,1.0,9.0,31.15,20
saas_005597,0,42.23,6.0,9.0,0.0,10.0,25.6,9
saas_009477,0,33.52,11.0,9.0,0.0,6.0,49.62,11
saas_000401,0,62.27,26.0,9.0,1.0,8.0,66.59,3
saas_003826,0,68.74,72.0,15.0,0.0,10.0,39.03,28
saas_000881,1,2.82,83.0,1.0,2.0,9.0,29.46,26
saas_003997,1,40.98,13.0,2.0,0.0,3.0,39.8,13
saas_007118,1,5.18,11.0,6.0,2.0,6.0,10.44,25
saas_003265,1,0.45,36.0,1.0,0.0,8.0,0.0,17
saas_008406,0,28.86,23.0,33.0,1.0,8.0,12.22,17
saas_005009,1,67.73,31.0,29.0,2.0,6.0,33.94,12
saas_005736,1,65.31,39.0,1.0,1.0,6.0,86.93,16
saas_005554,1,0.45,15.0,1.0,0.0,6.0,4.83,8
saas_000288,1,35.13,12.0,6.0,0.0,6.0,18.48,12
saas_005564,0,71.4,6.0,4.0,2.0,7.0,42.3,10
saas_008324,1,65.04,8.0,5.0,1.0,5.0,46.96,18
saas_002623,1,45.38,27.0,9.0,1.0,8.0,28.43,1
saas_008859,1,51.46,3.0,3.0,1.0,9.0,42.62,17
saas_000476,0,25.77,99.0,5.0,1.0,9.0,21.16,26
saas_008591,1,42.7,5.0,11.0,1.0,6.0,18.6,5
saas_009713,1,15.14,14.0,8.0,2.0,7.0,14.15,15
saas_006522,0,0.0,100.0,6.0,1.0,8.0,9.23,18
saas_003111,1,33.51,124.0,15.0,0.0,10.0,53.84,12
saas_009470,0,41.67,53.0,28.0,1.0,5.0,33.28,27
saas_000737,1,45.57,67.0,2.0,0.0,10.0,39.45,15
saas_003133,1,47.94,7.0,3.0,1.0,7.0,41.96,1
saas_008047,0,34.81,4.0,17.0,0.0,3.0,43.95,13
saas_006551,0,31.1,3.0,45.0,0.0,7.0,36.52,20
saas_005407,1,25.21,21.0,8.0,1.0,9.0,33.81,3
saas_005563,0,54.77,2.0,7.0,1.0,4.0,18.73,26
saas_005328,1,63.21,44.0,48.0,0.0,8.0,32.44,27
saas_006718,0,4.14,1.0,17.0,0.0,9.0,11.66,19
saas_005118,0,71.3,6.0,13.0,0.0,1.0,66.06,24
saas_004619,0,46.31,48.0,4.0,1.0,13.0,46.7,10
saas_003689,0,56.29,152.0,33.0,1.0,7.0,44.46,25
saas_007716,0,26.48,142.0,22.0,1.0,7.0,23.18,22
saas_001839,0,31.73,5.0,2.0,2.0,5.0,29.29,22
saas_001995,0,21.13,36.0,4.0,1.0,12.0,44.26,2
saas_002399,0,16.31,48.0,41.0,0.0,8.0,34.94,23
saas_006510,0,23.23,7.0,9.0,1.0,11.0,15.02,14
saas_009356,0,23.9,12.0,3.0,0.0,4.0,0.0,26
saas_004119,0,26.06,6.0,4.0,2.0,14.0,14.51,6
saas_005894,1,36.46,20.0,1.0,0.0,7.0,42.74,28
saas_000800,1,60.91,5.0,6.0,0.0,8.0,29.1,21
saas_008423,0,41.68,120.0,11.0,0.0,7.0,35.75,18
saas_007680,1,63.83,13.0,1.0,1.0,12.0,45.03,20
saas_001405,1,4.75,56.0,27.0,0.0,6.0,9.21,8
saas_005431,1,45.41,32.0,12.0,2.0,6.0,41.38,19
saas_000069,0,17.99,15.0,5.0,1.0,14.0,9.97,29
saas_009543,1,0.45,7.0,19.0,0.0,3.0,0.0,25
saas_002759,1,1.43,74.0,3.0,0.0,13.0,20.33,10
saas_008294,0,52.23,49.0,26.0,1.0,8.0,34.75,16
saas_001586,1,25.62,1.0,3.0,0.0,5.0,33.68,23
saas_006666,0,1.43,10.0,17.0,1.0,5.0,12.11,12
saas_008014,0,22.78,5.0,4.0,0.0,7.0,35.06,3
saas_001074,0,12.74,5.0,24.0,0.0,7.0,32.28,5
saas_003063,0,47.86,25.0,10.0,0.0,4.0,36.89,29
saas_006487,1,32.96,19.0,6.0,2.0,8.0,41.62,22
saas_004705,0,43.73,47.0,5.0,0.0,14.0,20.26,4
saas_009069,1,9.8,5.0,19.0,1.0,9.0,23.7,9
saas_002603,1,18.1,27.0,9.0,1.0,5.0,40.78,25
saas_007738,0,41.17,19.0,1.0,0.0,12.0,22.08,10
saas_001579,0,45.05,33.0,36.0,0.0,13.0,28.85,24
saas_005058,1,35.53,22.0,24.0,1.0,3.0,20.77,13
saas_005753,1,2.65,112.0,8.0,0.0,16.0,5.13,2
saas_003548,1,26.61,6.0,3.0,1.0,6.0,10.66,1
saas_000409,0,29.97,2.0,4.0,2.0,10.0,26.81,16
saas_004097,0,44.28,68.0,13.0,0.0,7.0,40.61,7
saas_006461,0,0.0,86.0,1.0,0.0,7.0,16.78,2
saas_005601,0,0.0,150.0,8.0,1.0,9.0,1.6,29
saas_005231,0,14.82,1.0,2.0,0.0,16.0,47.42,2
saas_003777,0,0.0,40.0,15.0,0.0,12.0,8.85,29
saas_002726,1,41.11,5.0,8.0,0.0,3.0,16.87,22
saas_000477,0,0.0,3.0,37.0,0.0,4.0,9.27,4
saas_001329,0,60.53,61.0,10.0,0.0,8.0,24.72,16
saas_004035,1,16.96,25.0,1.0,1.0,6.0,22.17,15
saas_009642,0,12.17,8.0,2.0,2.0,3.0,7.5,4
saas_001777,0,51.41,27.0,8.0,0.0,9.0,36.49,30
saas_006096,0,42.94,88.0,5.0,1.0,12.0,18.74,18
saas_000751,1,61.98,12.0,19.0,0.0,10.0,49.47,30
saas_005792,1,49.94,10.0,40.0,1.0,6.0,36.77,15
saas_004060,0,39.53,29.0,4.0,1.0,3.0,33.49,14
saas_009041,1,2.65,127.0,44.0,1.0,8.0,22.41,1
saas_006030,1,20.12,33.0,43.0,1.0,11.0,30.42,8
saas_005898,0,35.11,38.0,16.0,1.0,9.0,30.14,19
saas_009338,0,44.38,10.0,1.0,1.0,10.0,21.24,10
saas_009160,1,46.89,6.0,8.0,0.0,5.0,21.83,24
saas_009996,1,31.23,18.0,3.0,2.0,5.0,47.16,19
saas_005151,0,16.59,17.0,16.0,2.0,7.0,43.54,17
saas_000468,1,33.16,105.0,7.0,0.0,14.0,35.27,20
saas_001545,1,15.18,14.0,19.0,2.0,5.0,24.24,2
saas_006311,0,17.32,125.0,48.0,2.0,4.0,34.21,8
saas_002683,1,27.33,7.0,12.0,1.0,6.0,22.31,2
saas_008966,1,1.85,12.0,1.0,1.0,4.0,24.97,25
